annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;boule_1_second_tirage;boule_2_second_tirage;boule_3_second_tirage;boule_4_second_tirage;boule_5_second_tirage;promotion_second_tirage;combinaison_gagnant_second_tirage_en_ordre_croissant;nombre_de_gagnant_au_rang_1_second_tirage;rapport_du_rang1_second_tirage;nombre_de_gagnant_au_rang_2_second_tirage;rapport_du_rang2_second_tirage;nombre_de_gagnant_au_rang_3_second_tirage;rapport_du_rang3_second_tirage;nombre_de_gagnant_au_rang_4_second_tirage;rapport_du_rang4_second_tirage;numero_jokerplus;devise;
20222046;SAMEDI  ;16/04/2022;16/06/2022;4;41;30;27;21;6;4-21-27-30-41+6;1;20000000;5;67538,9;72;1144,7;676;439,7;3280;54,1;30753;20,7;45902;10,8;440137;4,4;605567;2,2;10;20000;S 7179 1384,V 3473 9518,U 8691 8250,T 1114 3287,F 8143 4951,D 0645 6231,D 8664 3646,L 9930 4072,B 6163 5338,A 8144 0398;1;19;20;44;45;;1-19-20-44-45;4;53744;373;605;16308;35,5;255931;3;9 055 977;eur;
20222045;MERCREDI;13/04/2022;13/06/2022;36;29;44;46;35;8;29-35-36-44-46+8;0;19000000;2;108702,1;46;1153,5;316;605,6;1750;65,3;14866;27,6;26487;12;220895;5,7;474773;2,2;10;20000;E 6508 4745,V 3054 1558,A 7182 4604,J 6204 0652,U 3226 2645,Q 2117 3649,J 7060 0925,I 3013 2059,B 0154 8244,W 2572 3799;2;9;11;12;24;;2-9-11-12-24;6;24297;758;130,9;22714;11,2;237535;3;5 756 678;eur;
20222044;LUNDI   ;11/04/2022;11/06/2022;32;3;22;18;17;10;3-17-18-22-32+10;0;18000000;1;206893,2;40;1262,4;400;455,3;1672;65;19698;19,8;23857;12,7;282570;4,2;305535;2,2;10;20000;N 2823 3518,C 7214 4472,I 5370 9769,L 2667 0091,M 8161 1681,U 8360 3086,G 9428 5127,P 0288 2900,H 9668 3450,W 2552 8874;8;13;15;29;41;;8-13-15-29-41;4;31882;365;317,8;14064;21,2;173065;3;2 304 690;eur;
20222043;SAMEDI  ;09/04/2022;09/06/2022;3;15;13;29;40;10;3-13-15-29-40+10;0;17000000;3;109413,3;70;1144,5;825;350,2;2810;61,4;33166;18,7;39201;12,3;451312;4,2;494661;2,2;10;20000;T 4634 9386,M 4216 4174,B 6748 8824,M 2492 8330,L 4097 9539,L 1573 0280,F 7194 6196,F 1123 6498,W 2540 4870,O 8525 8993;10;18;24;28;38;;10-18-24-28-38;0;200623;502;382,2;20264;24,3;261130;3;7 402 236;eur;
20222042;MERCREDI;06/04/2022;06/06/2022;6;20;48;12;38;7;6-12-20-38-48+7;0;16000000;3;63674,3;59;790,2;453;371,2;3025;33,2;20723;17,4;44414;6,3;291959;3,8;582945;2,2;10;20000;T 1720 5471,M 7092 9475,B 4270 1420,S 2145 7078,K 3756 2222,M 7656 3127,H 3736 8498,A 9777 6745,G 7565 5184,A 1156 7546;15;24;36;41;49;;15-24-36-41-49;0;143144;225;735,3;10022;42,4;152335;3;3 667 113;eur;
20222041;LUNDI   ;04/04/2022;04/06/2022;23;22;33;36;10;6;10-22-23-33-36+6;0;15000000;0;191656,6;50;4768,7;338;499,1;1779;56,6;17318;20,9;26263;10,7;252832;4,4;349546;2,2;10;20000;U 4970 2648,Q 7193 1118,F 8513 6798,U 9106 1453,O 9490 9874,S 1219 1430,F 6050 9979,A 7192 2095,L 4743 7689,N 1475 6987;3;18;27;39;44;;3-18-27-39-44;1;124495;254;507;10867;30,4;150470;3;8 644 608;eur;
20222040;SAMEDI  ;02/04/2022;02/06/2022;15;6;11;28;24;10;6-11-15-24-28+10;0;14000000;14;20466,1;81;863,3;1133;222,6;3275;46;39319;13,7;36083;11,6;443231;3,7;409767;2,2;10;20000;S 7047 7071,D 6616 9297,E 5206 4071,C 9721 5232,B 4993 3730,R 2409 6941,V 4508 3190,V 3715 4716,S 3601 5007,L 5829 1985;1;2;19;25;26;;1-2-19-25-26;3;58180;437;360,9;18033;22,4;238139;3;2 977 329;eur;
20222039;MERCREDI;30/03/2022;30/05/2022;12;34;16;26;10;7;10-12-16-26-34+7;0;4000000;1;147051,3;67;535,6;437;296,2;3113;24,8;19010;14,6;40808;5,3;244710;3,5;471279;2,2;10;20000;F 2780 4437,S 6783 9060,D 9298 8046,S 7401 0131,L 7795 2979,R 9258 0068,W 2459 8563,P 6655 6038,J 8249 0306,U 2414 9109;4;5;17;30;37;;4-5-17-30-37;0;115765;256;433,7;10516;27,1;150305;3;3 430 199;eur;
20222038;LUNDI   ;28/03/2022;28/05/2022;16;48;21;5;26;10;5-16-21-26-48+10;0;3000000;0;148633,8;26;7111,9;301;434,7;1170;66,8;14210;19,8;15864;13,7;193252;4,4;204791;2,2;10;20000;E 0542 5694,L 6984 2302,C 4890 8933,A 2177 9724,U 9836 0181,L 7018 0167,B 9440 3044,C 9140 6253,F 9954 1956,U 6289 4593;3;8;24;33;38;;3-8-24-33-38;0;100000;170;580,8;7977;31,8;117832;3;5 844 464;eur;
20222037;SAMEDI  ;26/03/2022;26/05/2022;40;10;37;34;12;5;10-12-34-37-40+5;0;2000000;1;219866;65;825,6;395;490;2228;51,9;17827;23,3;35530;9,1;282122;4,5;529649;2,2;10;20000;E 8289 0430,I 9592 5960,V 6767 5653,P 7717 7760,H 4521 9970,O 6548 3062,A 1284 9233,D 7477 8425,H 7086 7844,J 1924 7562;20;25;33;42;45;;20-25-33-42-45;2;78926;268;677,9;11372;41;168894;3;9 442 110;eur;
20222036;MERCREDI;23/03/2022;23/05/2022;20;2;29;39;18;10;2-18-20-29-39+10;1;3000000;1;184689,9;34;1325,8;300;541,9;1322;73,4;15580;22,4;19899;13,6;227182;4,7;270731;2,2;10;20000;J 6636 4978,L 8669 4301,V 4103 6682,Q 8996 1862,V 0630 6761,A 5081 3334,I 3014 4554,D 4662 9754,P 8717 4111,H 6430 7235;21;22;27;29;32;;21-22-27-29-32;2;58164;274;431,3;9632;31,5;143176;3;9 224 620;eur;
20222035;LUNDI   ;21/03/2022;21/05/2022;10;26;46;35;5;9;5-10-26-35-46+9;0;2000000;2;70260;27;1270,2;252;490,8;1341;55,1;12042;22;19855;10,4;182985;4,4;282231;2,2;10;20000;R 3286 9599,H 6942 6707,T 3414 7413,S 9189 5503,R 0653 6673,R 8937 0082,Q 4985 5208,R 6412 7382,F 3619 6732,H 4514 8302;14;30;36;39;40;;14-30-36-39-40;0;100000;128;978,9;5813;55,4;93959;3;0 463 440;eur;
20222034;SAMEDI  ;19/03/2022;19/05/2022;44;38;33;49;41;7;33-38-41-44-49+7;1;15000000;5;48089;81;724,5;492;430,2;3037;41,6;20631;22;45674;7,7;299305;4,6;787367;2,2;10;20000;R 5734 8295,R 1816 9216,W 2423 8993,V 2663 7164,F 4183 8004,K 0980 3337,J 0891 4391,V 2401 0436,Q 6572 0294,F 4648 0318;2;8;19;21;30;;2-8-19-21-30;6;30979;630;255,9;22101;18,7;261613;3;6 880 798;eur;
20222033;MERCREDI;16/03/2022;16/05/2022;1;49;12;39;24;3;1-12-24-39-49+3;0;14000000;6;34420,2;55;916,4;484;375,6;2363;45,9;20642;18,9;32748;9,2;287092;4,1;433355;2,2;10;20000;A 4951 5744,C 7808 4886,K 3380 7068,D 6446 8495,K 9216 4050,R 0656 9818,B 8414 5367,P 2092 3460,I 4085 4311,J 9694 9260;7;24;33;34;36;;7-24-33-34-36;2;68845;203;742,3;10154;38,1;156578;3;3 582 643;eur;
20222032;LUNDI   ;14/03/2022;14/05/2022;11;5;32;49;9;6;5-9-11-32-49+6;0;13000000;2;94206,6;44;1045,1;466;355,9;1988;49,8;20949;17;27540;10;275192;3,9;339151;2,2;10;20000;R 1485 2211,F 5653 2307,H 4406 4141,T 1539 1166,S 2370 4298,W 2390 7482,V 3726 1332,A 8210 3766,C 9228 7568,U 5569 6405;21;22;27;28;29;;21-22-27-28-29;2;61557;327;352,4;11109;26,6;163216;3;2 469 264;eur;
20222031;SAMEDI  ;12/03/2022;12/05/2022;16;47;33;21;5;5;5-16-21-33-47+5;0;12000000;4;69395,1;95;713,1;648;377,1;3480;41,9;26330;19,9;48901;8,3;368924;4,3;642128;2,2;10;20000;G 3684 8800,N 6693 9959,O 2529 3306,P 9307 1504,I 7283 0740,G 4637 0274,I 2756 8387,J 1741 2844,J 0914 4803,N 4840 9803;5;14;16;22;23;;5-14-16-22-23;2;95095;504;318,9;21234;19,4;272745;3;6 478 543;eur;
20222030;MERCREDI;09/03/2022;09/05/2022;32;8;21;41;25;4;8-21-25-32-41+4;0;11000000;2;104873,4;51;1003,8;412;448,1;2005;55;17249;23;28274;10,9;254475;4,8;401594;2,2;10;20000;G 5481 9231,S 4386 2250,W 2360 0852,R 1688 8287,A 6709 1880,T 5653 3390,C 8302 0988,F 3848 1380,B 1768 8979,O 6622 5946;7;12;20;22;37;;7-12-20-22-37;6;22837;372;299,7;15807;18,1;201626;3;9 173 441;eur;
20222029;LUNDI   ;07/03/2022;07/05/2022;8;27;29;15;41;4;8-15-27-29-41+4;0;10000000;3;60001,2;65;675,9;493;321,4;2113;44,8;18490;18,4;28255;9,3;250464;4,1;349038;2,2;10;20000;Q 9050 5439,W 2346 6637,I 1472 2155,M 4693 1465,B 6338 7424,S 9510 7212,I 2277 4558,W 2343 3921,N 3148 7837,A 3471 9616;7;16;27;30;43;;7-16-27-30-43;1;120933;311;365,6;11838;24,6;159736;3;3 519 909;eur;
20222028;SAMEDI  ;05/03/2022;05/05/2022;37;26;36;14;1;3;1-14-26-36-37+3;0;9000000;1;269526;43;1529,8;377;629,3;2188;64,8;19704;25,8;36771;10,7;318054;4,9;582339;2,2;10;20000;M 9744 6497,A 4015 2925,V 4086 4671,T 3478 0989,G 6051 6640,R 7493 6009,K 2257 7983,L 1554 2646,E 1939 5516,P 2112 0034;13;25;30;33;49;;13-25-30-33-49;0;183999;420;429,4;17585;26,3;234290;3;5 966 924;eur;
20222027;MERCREDI;02/03/2022;02/05/2022;46;4;3;43;22;6;3-4-22-43-46+6;0;8000000;1;199764,3;15;3250,5;302;582,3;1505;69,8;15040;25,1;25677;11,4;243764;4,7;370986;2,2;10;20000;M 6487 7880,K 0501 5164,D 9329 1538,J 6844 8804,P 7674 4200,V 6520 1437,H 9232 4073,U 6042 7119,C 1545 1099,L 5883 5991;3;25;30;35;47;;3-25-30-35-47;0;131217;191;782,8;9205;41,7;142207;3;4 728 936;eur;
20222026;LUNDI   ;28/02/2022;30/04/2022;43;9;21;36;27;2;9-21-27-36-43+2;0;7000000;1;167369,9;27;1512,9;345;427;1375;64;15570;20,3;19498;12,6;212626;4,5;270447;2,2;10;20000;M 8359 3896,T 3841 8742,H 1595 1549,K 9743 7188,U 5388 7751,G 3099 3039,D 6396 4573,J 8744 3558,I 7174 8808,A 1301 5210;3;4;12;32;36;;3-4-12-32-36;1;110625;154;742,7;8546;34,4;133793;3;7 024 739;eur;
20222025;SAMEDI  ;26/02/2022;28/04/2022;29;39;28;22;30;3;22-28-29-30-39+3;0;6000000;5;50641,2;37;1670,3;410;543,6;2285;58,2;20458;23,4;38257;9,7;325828;4,5;538198;2,2;10;20000;T 6971 2285,B 0418 0551,C 1788 6473,S 2532 2722,E 5229 9443,B 0473 2757,S 0423 2337,N 8008 7030,Q 7606 8789,F 3142 3153;27;29;32;42;46;;27-29-32-42-46;2;86816;243;845,5;11245;46,9;179123;3;2 484 567;eur;
20222024;MERCREDI;23/02/2022;25/04/2022;33;15;6;12;14;8;6-12-14-15-33+8;0;5000000;3;61532,8;45;1001,2;417;389,7;2306;42,1;20788;16,8;32186;8,4;282311;3,8;376424;2,2;10;20000;T 1720 4502,H 1906 8822,A 3554 5540,N 6384 9284,M 6217 5540,C 1942 9103,G 1563 2599,P 5556 6217,T 9215 4502,Q 7878 8526;5;26;29;30;34;;5-26-29-30-34;0;124824;197;659,4;10234;32,6;149936;3;5 420 599;eur;
20222023;LUNDI   ;21/02/2022;23/04/2022;2;6;10;32;17;5;2-6-10-17-32+5;0;4000000;1;142501,6;39;891,8;358;350,4;2182;34,3;16741;16,1;28032;7,4;217193;3,8;335835;2,2;10;20000;J 8544 2016,A 9702 1480,L 1292 4263,G 0857 9168,V 5100 6247,L 7291 7620,J 9811 4390,Q 5171 3707,A 2133 5252,T 2953 6880;4;7;15;18;42;;4-7-15-18-42;1;105332;287;322,9;11246;21,1;146710;3;2 767 490;eur;
20222022;SAMEDI  ;19/02/2022;21/04/2022;32;24;49;39;40;1;24-32-39-40-49+1;0;3000000;1;273226,5;30;2222,9;375;641,4;1613;89,1;18271;28,3;22700;17,7;264379;6;379683;2,2;10;20000;I 6804 9032,C 6334 2426,E 6354 6617,F 0132 6281,D 0561 6559,M 1425 7727,O 4589 5747,V 5602 1543,P 7745 8038,V 0467 4088;7;17;20;36;44;;7-17-20-36-44;5;34036;387;434,7;15095;28,6;215006;3;8 891 938;eur;
20222021;MERCREDI;16/02/2022;18/04/2022;22;24;41;21;32;2;21-22-24-32-41+2;0;2000000;3;62658,7;27;1699,2;254;651,5;1177;84;13031;27,3;20358;13,5;213689;5,1;303976;2,2;10;20000;K 5341 0255,R 1053 0050,V 6474 4815,T 9754 3070,U 5924 5901,A 9499 6258,L 4899 6190,W 2220 2574,E 9561 5428,D 5930 6448;10;17;19;46;48;;10-17-19-46-48;0;121987;207;599,1;9941;32;150030;3;7 716 497;eur;
20222020;LUNDI   ;14/02/2022;16/04/2022;26;13;29;15;20;5;13-15-20-26-29+5;3;3333334;5;53502,9;137;476,5;880;267,6;4515;31,1;32190;15,7;54335;7,2;409819;3,8;604325;2,2;10;20000;B 6138 6375,J 2777 8766,P 6728 6975,O 9735 9027,B 3410 1722,B 9932 4062,M 3932 6402,P 6702 3974,O 8075 9407,O 5034 4944;3;15;45;47;48;3;3-15-45-47-48;2;313059;274;2630,4;14689;126;223260;9;6 392 826;eur;
20222019;SAMEDI  ;12/02/2022;14/04/2022;45;22;28;40;37;10;22-28-37-40-45+10;2;6000000;2;162529,9;50;1586,7;554;516,5;2315;73,8;24612;25;32839;14,5;356119;5,3;493066;2,2;10;20000;M 6061 3645,U 0630 2380,B 9607 0552,O 3826 4651,E 8603 0035,C 0077 2011,M 8973 3746,V 6960 9345,K 4340 5736,O 1900 3537;17;22;41;46;49;;17-22-41-46-49;0;198329;278;798,8;14303;39,9;219589;3;3 614 628;eur;
20222018;MERCREDI;09/02/2022;11/04/2022;44;48;31;46;21;1;21-31-44-46-48+1;0;11000000;0;229545,6;25;11422,8;301;671,3;1352;89,3;15292;28,4;20234;16,7;233486;5,7;334717;2,2;10;20000;B 3721 7064,N 2748 0231,K 5022 9975,M 5378 5279,V 2853 9632,T 1451 7456,T 6106 7675,I 9043 2569,U 9381 3306,L 9141 0785;8;16;19;22;32;;8-16-19-22-32;0;138988;319;405,9;14354;23,1;184994;3;0 061 451;eur;
20222017;LUNDI   ;07/02/2022;09/04/2022;37;15;18;31;46;3;15-18-31-37-46+3;0;10000000;0;177568,6;23;9604,7;271;576,8;1626;57,4;13346;25,1;25248;10,3;208965;4,9;397377;2,2;10;20000;U 5395 9788,T 2706 3790,T 4429 5502,K 3679 7089,H 1854 2293,S 2925 4490,T 8612 7067,W 2206 0519,M 2353 6610,O 7577 1627;4;28;35;36;37;;4-28-35-36-37;0;122001;128;1144,2;7746;48,6;123361;3;4 823 506;eur;
20222016;SAMEDI  ;05/02/2022;07/04/2022;48;31;24;11;38;9;11-24-31-38-48+9;0;9000000;4;73279,9;67;1067,8;637;405;2931;52,6;25618;21,6;41974;10,2;374153;4,5;585842;2,2;10;20000;U 5846 2710,R 8465 1993,O 9083 7483,W 2184 9191,A 0971 8809,E 6365 3233,R 7219 7421,H 0881 1143,I 9433 6974,I 9076 6019;12;19;39;42;48;;12-19-39-42-48;2;96132;418;479,7;16503;31,2;230426;3;6 567 379;eur;
20222015;MERCREDI;02/02/2022;04/04/2022;11;37;49;28;40;4;11-28-37-40-49+4;0;8000000;3;68072,8;42;1186,7;469;383,3;1785;60,1;17916;21,5;27071;11,1;251110;4,7;398545;2,2;10;20000;V 4738 9115,N 1860 2026,B 6319 8735,B 7142 2024,I 5612 9125,H 5544 3870,R 0807 6105,P 5766 9830,V 2060 8796,A 1960 1201;5;15;26;29;44;;5-15-26-29-44;0;134036;322;398,4;12818;25,7;174335;3;7 279 797;eur;
20222014;LUNDI   ;31/01/2022;02/04/2022;25;32;31;36;10;8;10-25-31-32-36+8;0;7000000;1;157710,1;21;1833;181;767;1266;65,5;11177;26,7;21260;10,9;184604;4,9;329075;2,2;10;20000;G 9754 0955,M 4450 7678,L 0957 6498,P 9618 5399,F 6346 2442,O 8111 9479,K 1058 4030,F 6282 7466,R 8721 1786,H 0920 5949;5;32;35;40;44;;5-32-35-40-44;0;108831;134;989,2;7059;48,2;107779;3;1 550 768;eur;
20222013;SAMEDI  ;29/01/2022;31/03/2022;42;29;25;46;8;9;8-25-29-42-46+9;0;6000000;1;264079,6;61;1056,6;418;556,1;2321;59,8;21275;23,5;35634;10,9;327138;4,7;529825;2,2;10;20000;V 2612 3791,B 5452 7463,L 3691 3300,P 8175 5719,R 9571 4700,K 6200 6245,B 7558 8738,N 0457 4382,O 0959 4546,G 1923 8342;2;13;14;20;41;;2-13-14-20-41;1;176013;334;513,1;15532;28,3;225475;3;6 077 699;eur;
20222012;MERCREDI;26/01/2022;28/03/2022;14;16;33;38;45;10;14-16-33-38-45+10;0;5000000;1;198963,6;22;2207,3;290;603,9;1185;88,3;14027;26,8;18364;15,9;211644;5,4;286377;2,2;10;20000;H 7915 7684,R 4442 3608,W 2138 8087,S 8379 3007,P 6352 7487,F 4930 9745,S 5234 3301,M 4385 7459,A 4819 7474,T 2326 3018;1;6;25;28;45;;1-6-25-28-45;0;122162;254;469;10961;27,9;156270;3;9 417 330;eur;
20222011;LUNDI   ;24/01/2022;26/03/2022;15;38;7;4;40;2;4-7-15-38-40+2;0;4000000;1;156243,4;27;1412,4;284;484,3;1318;62,3;13390;22;19776;11,6;200861;4,5;256854;2,2;10;20000;R 6369 1329,W 2129 4670,Q 0221 3915,O 7640 7915,P 2044 7558,O 4525 4722,M 4065 1487,R 4137 6646,O 2035 5322,J 2372 1900;13;14;24;31;42;;13-14-24-31-42;1;103001;241;407,8;9658;26,1;134348;3;3 639 537;eur;
20222010;SAMEDI  ;22/01/2022;24/03/2022;26;3;39;17;30;8;3-17-26-30-39+8;0;3000000;3;85360;86;726,7;595;378,8;2931;45,9;25500;19;40874;9,2;349830;4,2;538472;2,2;10;20000;W 2119 3326,G 9852 6192,E 3161 9662,P 8466 6616,G 8626 0343,E 8608 9557,L 6318 7194,P 4828 4303,A 6326 8184,U 0181 6391;6;7;11;23;37;;6-7-11-23-37;2;86596;440;320,4;20163;17,9;254801;3;4 507 518;eur;
20222009;MERCREDI;19/01/2022;21/03/2022;44;27;41;8;43;6;8-27-41-43-44+6;0;2000000;2;89685,7;22;1990;292;540,7;1441;65,4;13687;24,8;21441;12,3;205417;5;330602;2,2;10;20000;L 9451 6315,G 8726 1108,P 4777 3352,C 1018 7128,O 2326 8615,D 0640 7417,L 1404 8329,O 0712 6843,R 5262 6237,T 6643 0392;11;14;23;32;44;;11-14-23-32-44;4;29509;334;355,1;11403;26,7;146844;3;5 301 604;eur;
20222008;LUNDI   ;17/01/2022;19/03/2022;4;27;5;15;22;9;4-5-15-22-27+9;1;7000000;5;32980,1;84;479,1;628;231,1;2271;38,1;22631;13,7;28471;8,5;270100;3,5;310073;2,2;10;20000;J 2708 9931,M 0443 8269,H 9138 1274,F 1226 3576,I 7006 4122,U 7163 2819,K 6749 8964,O 5761 8808,A 9245 2819,E 1321 7669;8;16;29;33;40;;8-16-29-33-40;2;55181;188;633,8;8891;34,4;127449;3;9 908 227;eur;
20222007;SAMEDI  ;15/01/2022;17/03/2022;19;10;30;13;47;8;10-13-19-30-47+8;0;6000000;4;67283,9;89;738;707;335,1;3496;40,4;31495;16,1;46881;8,4;414719;3,7;553337;2,2;10;20000;Q 5152 6146,Q 6715 3549,F 2105 7211,R 6752 1209,T 4368 9236,O 7391 9604,B 5671 7858,V 5081 4328,E 8876 3448,D 6111 6942;2;8;16;22;44;;2-8-16-22-44;6;29984;523;320,3;18783;22,9;239574;3;4 736 441;eur;
20222006;MERCREDI;12/01/2022;14/03/2022;23;20;1;26;44;4;1-20-23-26-44+4;0;5000000;1;193590,3;43;1098,8;346;492,5;1879;54,1;17439;21;28140;10,1;259826;4,3;371862;2,2;10;20000;E 1169 4201,V 0994 9561,M 4210 1339,F 3923 9302,R 2816 4328,P 3523 6060,D 3424 3479,R 0618 4100,C 7539 4151,V 2868 4918;5;16;21;26;43;;5-16-21-26-43;2;64022;247;520,4;11150;29,6;159424;3;8 417 354;eur;
20222005;LUNDI   ;10/01/2022;12/03/2022;14;43;34;41;35;9;14-34-35-41-43+9;0;4000000;1;155646,2;30;1266,3;247;554,7;1139;71,8;10640;27,6;17725;12,9;157555;5,7;311035;2,2;10;20000;Q 9513 4411,B 3451 3072,R 5499 4309,E 2186 9007,S 6727 9210,N 7674 9167,P 1327 3992,W 2077 1662,E 6929 0122,C 1143 0127;20;21;28;31;33;;20-21-28-31-33;1;107951;184;618,9;8475;34,5;127847;3;0 483 703;eur;
20222004;SAMEDI  ;08/01/2022;10/03/2022;22;42;43;17;25;10;17-22-25-42-43+10;0;3000000;1;282967,9;36;1918,4;411;606;1918;77,6;22225;24,1;29210;14,2;346628;4,7;416551;2,2;10;20000;C 9780 4266,O 9033 1950,V 6486 6843,O 7455 1097,I 1375 0382,O 4049 4112,A 5046 5605,N 5285 3184,A 9792 4058,R 8636 8664;3;18;37;43;45;;3-18-37-43-45;1;176574;306;656,4;13068;39,5;191741;3;2 088 520;eur;
20222003;MERCREDI;05/01/2022;07/03/2022;17;45;30;32;6;4;6-17-30-32-45+4;0;2000000;2;92510,9;43;1050,2;312;522;1628;59,7;15088;23,2;24616;11;226178;4,7;360672;2,2;10;20000;V 7096 2870,R 2600 3705,U 2539 3955,F 3900 2435,O 5964 5092,U 7900 0416,S 9139 7440,O 5426 6658,P 4360 9948,K 6936 5111;7;11;29;41;43;;7-11-29-41-43;0;124200;306;382,1;11853;25,3;163879;3;7 152 066;eur;
20222002;LUNDI   ;03/01/2022;05/03/2022;33;36;34;38;22;5;22-33-34-36-38+5;1;3000000;0;144818,6;36;5004,5;233;547,1;1395;54,6;11137;24,6;20099;10,6;162076;5,2;353756;2,2;10;20000;A 2685 4481,M 5158 8633,S 9077 0773,E 2050 1281,F 0484 7468,O 3658 0352,B 9642 4967,P 7785 7604,G 4885 8485,R 3408 5522;7;11;34;39;42;;7-11-34-39-42;0;107064;193;573,3;8847;32,1;129537;3;7 981 674;eur;
20222001;SAMEDI  ;01/01/2022;03/03/2022;30;36;14;6;39;5;6-14-30-36-39+5;0;2000000;1;194628;50;950;263;651,4;1821;56,2;14578;25,2;29719;9,6;233260;4,8;479863;2,2;10;20000;N 8300 7133,A 9410 8744,U 2560 7114,N 3536 7108,J 6852 4974,H 3720 8615,A 6414 6289,J 9586 6075,O 4444 0186,N 5421 8085;15;19;30;38;43;;15-19-30-38-43;2;65681;215;675,8;9524;39,2;147577;3;1 181 475;eur;
20211156;MERCREDI;29/12/2021;28/02/2022;21;18;33;49;48;7;18-21-33-48-49+7;0;4000000;0;153214,7;64;2978,2;319;422,8;2415;33,3;14702;19,7;35855;6,2;210433;4,2;524633;2,2;10;20000;L 1778 6805,I 6286 3368,F 1860 2975,P 8096 4161,S 6160 5858,H 2200 5845,O 4278 2750,S 9930 2858,E 7031 9850,M 9052 1950;7;9;13;31;42;;7-9-13-31-42;4;30591;424;219,6;16049;14,9;187720;3;3 390 893;eur;
20211155;LUNDI   ;27/12/2021;26/02/2022;32;20;6;12;14;8;6-12-14-20-32+8;0;3000000;3;49397,8;55;657,6;370;352,5;1886;41,3;16965;16,5;25085;8,7;222525;3,8;296451;2,2;10;20000;Q 9450 5825,Q 1014 2232,H 2305 7996,A 2450 0393,V 6672 3833,W 1999 0327,R 3779 6128,L 5195 6693,E 7298 1041,G 4304 6123;4;20;25;27;37;;4-20-25-27-37;0;104228;185;569,2;8815;30,7;128979;3;8 652 688;eur;
20211154;SAMEDI  ;25/12/2021;24/02/2022;6;25;48;21;37;10;6-21-25-37-48+10;0;2000000;0;230342,9;48;5970;375;540,7;1548;78,2;18311;23,8;23097;14,6;267820;5;325137;2,2;10;20000;T 7532 8812,N 3312 5105,J 9174 7772,B 9906 2313,Q 5865 6716,E 5732 9889,K 7011 2540,J 3420 1167,W 2011 6434,B 1037 1309;1;8;24;31;32;;1-8-24-31-32;1;135113;237;585,4;11381;31,3;164517;3;2 274 894;eur;
20211153;MERCREDI;22/12/2021;21/02/2022;41;20;46;11;24;1;11-20-24-41-46+1;0;9000000;0;214812,8;24;11135,1;336;562,8;1372;82,3;16401;24,7;21439;14,7;252885;4,9;295766;2,2;10;20000;R 6287 2317,K 4047 0348,G 4150 9150,P 8459 2576,W 2005 2274,F 1402 4887,Q 5844 5737,S 0413 6630,S 2202 3498,D 9953 8959;22;33;35;36;43;;22-33-35-36-43;3;43153;195;794,7;9399;42,4;131400;3;0 464 403;eur;
20211152;LUNDI   ;20/12/2021;19/02/2022;22;23;12;47;25;1;12-22-23-25-47+1;0;8000000;1;176681,4;25;1724,9;349;445,6;1332;69,7;17757;18,8;19657;13,2;245581;4,1;241865;2,2;10;20000;N 1079 3437,Q 2513 8083,N 2122 5529,M 7436 2373,T 8886 2800,G 4236 2939,S 2683 8380,D 9747 8542,U 2797 6065,S 4121 7683;13;20;30;41;45;;13-20-30-41-45;0;110459;205;561,2;8826;33,5;132580;3;1 210 652;eur;
20211151;SAMEDI  ;18/12/2021;17/02/2022;10;46;2;31;38;8;2-10-31-38-46+8;0;7000000;2;132566,5;39;1659,2;414;563,7;2439;57,1;20632;24,3;36948;10,5;319572;4,8;550247;2,2;10;20000;W 1985 5396,H 8070 7149,Q 2292 5202,F 7349 6158,U 6441 0147,I 6453 1037,F 5533 6575,U 3871 8237,P 3952 5741,J 4550 9315;4;6;30;32;45;;4-6-30-32-45;1;178957;256;775,4;12631;40,4;200383;3;0 614 584;eur;
20211150;MERCREDI;15/12/2021;14/02/2022;34;47;11;37;38;8;11-34-37-38-47+8;0;6000000;1;188506,9;34;1353,2;217;764,7;1568;63,2;12990;27,4;23597;11,7;203758;5,3;391860;2,2;10;20000;Q 8151 8462,I 3837 5765,R 2628 4787,H 2041 2831,K 1547 8819,H 1816 2832,B 5849 4154,B 8026 7986,J 0099 3835,F 6467 9997;15;27;30;31;46;;15-27-30-31-46;1;127774;204;686,7;9742;36,9;145011;3;3 225 949;eur;
